seq,filename,class,prob,width,height,xmin,ymin,xmax,ymax
82,OD-39f77703-01fd-4a62-ae30-4157fefd7d3e.6.png,Macula,0.84861076,640,480,384,0,486,89
83,OD-39f77703-01fd-4a62-ae30-4157fefd7d3e.7.png,OpticDisk,0.99275714,640,480,140,230,217,307
84,OD-39f77703-01fd-4a62-ae30-4157fefd7d3e.7.png,Macula,0.8482691,640,480,243,307,345,409
85,OD-39f77703-01fd-4a62-ae30-4157fefd7d3e.8.png,OpticDisk,0.9950954,640,480,281,371,358,448
86,OD-39f77703-01fd-4a62-ae30-4157fefd7d3e.8.png,Macula,0.8538059,640,480,128,371,230,460
87,OD-39f77703-01fd-4a62-ae30-4157fefd7d3e.9.png,OpticDisk,0.88223183,640,480,371,371,460,460
88,OD-39f77703-01fd-4a62-ae30-4157fefd7d3e.9.png,Macula,0.9298708,640,480,217,371,320,460
89,OS-39f77703-01fd-4a62-ae30-4157fefd7d3e.10.png,Macula,0.98188514,640,480,307,0,409,89
90,OS-39f77703-01fd-4a62-ae30-4157fefd7d3e.10.png,Macula,0.96384585,640,480,396,0,499,89
91,OS-39f77703-01fd-4a62-ae30-4157fefd7d3e.10.png,Macula,0.91679144,640,480,243,192,435,294
92,OS-39f77703-01fd-4a62-ae30-4157fefd7d3e.10.png,OpticDisk,0.9637521,640,480,102,243,192,332
93,OS-39f77703-01fd-4a62-ae30-4157fefd7d3e.11.png,Macula,0.9891263,640,480,320,0,422,89
94,OS-39f77703-01fd-4a62-ae30-4157fefd7d3e.12.png,Macula,0.9976604,640,480,473,230,576,332
95,OS-39f77703-01fd-4a62-ae30-4157fefd7d3e.12.png,OpticDisk,0.98239833,640,480,307,217,384,294
96,OS-39f77703-01fd-4a62-ae30-4157fefd7d3e.13.png,OpticDisk,0.97184104,640,480,448,153,524,230
97,OS-39f77703-01fd-4a62-ae30-4157fefd7d3e.14.png,Macula,0.99595815,640,480,192,217,294,320
98,OS-39f77703-01fd-4a62-ae30-4157fefd7d3e.14.png,Macula,0.9536148,640,480,435,192,537,294
99,OS-39f77703-01fd-4a62-ae30-4157fefd7d3e.14.png,Macula,0.8970102,640,480,268,51,371,153
100,OS-39f77703-01fd-4a62-ae30-4157fefd7d3e.14.png,Macula,0.85784024,640,480,371,217,473,320
101,OS-39f77703-01fd-4a62-ae30-4157fefd7d3e.14.png,OpticDisk,0.95354813,640,480,51,256,128,332
102,OS-39f77703-01fd-4a62-ae30-4157fefd7d3e.15.png,OpticDisk,0.9949891,640,480,422,217,499,294
103,OD-f4063589-06a8-4ad4-a8bc-cfedf9d04487.1.png,OpticDisk,0.86055124,640,480,294,179,371,256
104,OD-f4063589-06a8-4ad4-a8bc-cfedf9d04487.1.png,Macula,0.92774755,640,480,166,217,268,320
105,OD-f4063589-06a8-4ad4-a8bc-cfedf9d04487.1.png,Macula,0.8286714,640,480,332,371,435,460
106,OD-f4063589-06a8-4ad4-a8bc-cfedf9d04487.2.png,OpticDisk,0.9880972,640,480,550,166,627,243
107,OD-f4063589-06a8-4ad4-a8bc-cfedf9d04487.2.png,Macula,0.98471284,640,480,384,153,486,256
108,OD-f4063589-06a8-4ad4-a8bc-cfedf9d04487.2.png,Macula,0.8303531,640,480,384,384,486,460
109,OD-f4063589-06a8-4ad4-a8bc-cfedf9d04487.3.png,OpticDisk,0.94572425,640,480,473,256,550,332
110,OD-f4063589-06a8-4ad4-a8bc-cfedf9d04487.3.png,Macula,0.9635102,640,480,320,268,422,371
111,OD-f4063589-06a8-4ad4-a8bc-cfedf9d04487.3.png,Macula,0.94979894,640,480,204,102,307,204
112,OD-f4063589-06a8-4ad4-a8bc-cfedf9d04487.4.png,OpticDisk,0.9968616,640,480,140,204,217,281
113,OS-f4063589-06a8-4ad4-a8bc-cfedf9d04487.5.png,Macula,0.9969512,640,480,332,166,435,268
114,OS-f4063589-06a8-4ad4-a8bc-cfedf9d04487.5.png,Macula,0.93041855,640,480,409,166,512,268
115,OS-f4063589-06a8-4ad4-a8bc-cfedf9d04487.5.png,Macula,0.9214231,640,480,256,0,358,89
116,OS-f4063589-06a8-4ad4-a8bc-cfedf9d04487.5.png,Macula,0.8185843,640,480,153,0,256,89
117,OS-f4063589-06a8-4ad4-a8bc-cfedf9d04487.6.png,OpticDisk,0.9134854,640,480,51,256,140,345
118,OS-f4063589-06a8-4ad4-a8bc-cfedf9d04487.6.png,Macula,0.9660055,640,480,256,51,358,153
119,OS-f4063589-06a8-4ad4-a8bc-cfedf9d04487.6.png,Macula,0.95046294,640,480,409,204,512,307
120,OS-f4063589-06a8-4ad4-a8bc-cfedf9d04487.6.png,Macula,0.9067775,640,480,307,230,409,332
121,OS-f4063589-06a8-4ad4-a8bc-cfedf9d04487.7.png,OpticDisk,0.98492926,640,480,204,243,281,320
122,OS-f4063589-06a8-4ad4-a8bc-cfedf9d04487.7.png,Macula,0.84904355,640,480,384,268,486,371
123,OD-2b61f72f-b11c-4827-a007-0ba5705ea438.1.png,OpticDisk,0.9713506,640,480,217,128,294,204
124,OD-2b61f72f-b11c-4827-a007-0ba5705ea438.10.png,Macula,0.9806877,640,480,396,0,499,89
125,OD-2b61f72f-b11c-4827-a007-0ba5705ea438.10.png,Macula,0.8474476,640,480,345,307,448,409
126,OD-2b61f72f-b11c-4827-a007-0ba5705ea438.11.png,Macula,0.9555212,640,480,89,0,179,76
127,OD-2b61f72f-b11c-4827-a007-0ba5705ea438.11.png,OpticDisk,0.9800434,640,480,256,0,332,64
128,OD-2b61f72f-b11c-4827-a007-0ba5705ea438.12.png,Macula,0.95538753,640,480,243,0,345,76
129,OD-2b61f72f-b11c-4827-a007-0ba5705ea438.12.png,OpticDisk,0.97007936,640,480,396,25,473,102
130,OD-2b61f72f-b11c-4827-a007-0ba5705ea438.2.png,OpticDisk,0.9580317,640,480,204,115,294,204
131,OD-2b61f72f-b11c-4827-a007-0ba5705ea438.3.png,Macula,0.99908626,640,480,102,140,217,243
132,OD-2b61f72f-b11c-4827-a007-0ba5705ea438.3.png,OpticDisk,0.9831239,640,480,243,140,320,217
133,OD-2b61f72f-b11c-4827-a007-0ba5705ea438.7.png,Macula,0.9172329,640,480,371,0,473,76
134,OD-2b61f72f-b11c-4827-a007-0ba5705ea438.8.png,OpticDisk,0.9750209,640,480,192,371,268,448
135,OD-2b61f72f-b11c-4827-a007-0ba5705ea438.8.png,Macula,0.922094,640,480,345,0,448,89
136,OD-2b61f72f-b11c-4827-a007-0ba5705ea438.9.png,OpticDisk,0.96194947,640,480,89,307,179,396
137,OS-2b61f72f-b11c-4827-a007-0ba5705ea438.13.png,Macula,0.9555084,640,480,422,179,524,281
138,OS-2b61f72f-b11c-4827-a007-0ba5705ea438.13.png,Macula,0.9485179,640,480,256,179,358,281
139,OS-2b61f72f-b11c-4827-a007-0ba5705ea438.13.png,OpticDisk,0.98240775,640,480,153,204,230,281
140,OS-2b61f72f-b11c-4827-a007-0ba5705ea438.15.png,Macula,0.9885754,640,480,0,217,102,307
141,OS-2b61f72f-b11c-4827-a007-0ba5705ea438.16.png,Macula,0.82900107,640,480,76,204,166,294
142,OS-2b61f72f-b11c-4827-a007-0ba5705ea438.17.png,OpticDisk,0.9806429,640,480,38,358,115,435
143,OS-2b61f72f-b11c-4827-a007-0ba5705ea438.18.png,Macula,0.9308062,640,480,307,0,409,89
144,OS-2b61f72f-b11c-4827-a007-0ba5705ea438.18.png,Macula,0.83467907,640,480,0,217,89,307
145,OS-2b61f72f-b11c-4827-a007-0ba5705ea438.18.png,OpticDisk,0.9985655,640,480,102,140,179,217
146,OS-2b61f72f-b11c-4827-a007-0ba5705ea438.19.png,Macula,0.989037,640,480,204,64,307,166
147,OS-2b61f72f-b11c-4827-a007-0ba5705ea438.19.png,Macula,0.97154677,640,480,281,0,384,76
148,OS-2b61f72f-b11c-4827-a007-0ba5705ea438.19.png,OpticDisk,0.9382651,640,480,64,38,153,128
149,OD-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.1.png,OpticDisk,0.99673176,640,480,371,192,448,268
150,OD-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.1.png,Macula,0.8573282,640,480,230,230,332,332
151,OD-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.10.png,OpticDisk,0.99423546,640,480,256,268,320,332
152,OD-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.11.png,Macula,0.8621981,640,480,243,0,345,76
153,OD-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.12.png,OpticDisk,0.92748386,640,480,409,192,486,268
154,OD-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.2.png,Macula,0.91368324,640,480,371,192,473,294
155,OD-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.4.png,Macula,0.9062,640,480,384,345,473,435
156,OD-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.6.png,Macula,0.9303233,640,480,473,243,576,345
157,OS-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.13.png,Macula,0.9988695,640,480,422,128,524,230
158,OS-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.13.png,OpticDisk,0.98535407,640,480,307,128,371,192
159,OS-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.14.png,Macula,0.999081,640,480,294,281,396,384
160,OS-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.14.png,OpticDisk,0.9307847,640,480,179,281,256,358
161,OS-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.15.png,Macula,0.8784401,640,480,153,268,256,371
162,OS-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.15.png,Macula,0.8150097,640,480,204,0,307,76
163,OS-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.19.png,Macula,0.9777371,640,480,217,230,320,332
164,OS-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.19.png,Macula,0.9736559,640,480,396,256,499,358
165,OS-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.19.png,Macula,0.8866553,640,480,128,243,230,345
166,OS-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.20.png,OpticDisk,0.9982115,640,480,243,51,320,128
167,OS-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.21.png,OpticDisk,0.98476493,640,480,409,128,486,204
168,OS-3b9cde41-ad3c-4909-94b9-dc16ae8b6648.22.png,OpticDisk,0.998102,640,480,345,332,422,396
169,OD-d21eae08-144c-455a-8442-9b80630282ec.1.png,Macula,0.8122498,640,480,102,0,192,64
170,OD-d21eae08-144c-455a-8442-9b80630282ec.1.png,OpticDisk,0.9991679,640,480,281,38,345,102
171,OD-d21eae08-144c-455a-8442-9b80630282ec.10.png,Macula,0.8618877,640,480,256,0,358,89
172,OD-d21eae08-144c-455a-8442-9b80630282ec.11.png,Macula,0.90641826,640,480,371,0,473,76
173,OD-d21eae08-144c-455a-8442-9b80630282ec.12.png,OpticDisk,0.99863976,640,480,115,192,179,256
174,OD-d21eae08-144c-455a-8442-9b80630282ec.13.png,OpticDisk,0.99254805,640,480,64,192,140,268
175,OD-d21eae08-144c-455a-8442-9b80630282ec.14.png,Macula,0.9883024,640,480,294,51,396,153
176,OD-d21eae08-144c-455a-8442-9b80630282ec.16.png,OpticDisk,0.9998609,640,480,422,179,486,243
177,OD-d21eae08-144c-455a-8442-9b80630282ec.16.png,Macula,0.982927,640,480,243,230,345,332
178,OD-d21eae08-144c-455a-8442-9b80630282ec.16.png,Macula,0.8449998,640,480,89,256,192,358
179,OD-d21eae08-144c-455a-8442-9b80630282ec.17.png,OpticDisk,0.9978865,640,480,512,51,588,128
180,OD-d21eae08-144c-455a-8442-9b80630282ec.19.png,Macula,0.8637257,640,480,384,0,486,89
181,OD-d21eae08-144c-455a-8442-9b80630282ec.2.png,OpticDisk,0.9915884,640,480,537,89,614,166
182,OD-d21eae08-144c-455a-8442-9b80630282ec.2.png,Macula,0.9932681,640,480,281,102,384,204
183,OD-d21eae08-144c-455a-8442-9b80630282ec.2.png,Macula,0.89846903,640,480,345,89,448,192
184,OD-d21eae08-144c-455a-8442-9b80630282ec.2.png,Macula,0.8561738,640,480,140,89,243,192
185,OD-d21eae08-144c-455a-8442-9b80630282ec.20.png,Macula,0.9488725,640,480,320,345,422,448
186,OD-d21eae08-144c-455a-8442-9b80630282ec.20.png,Macula,0.80706877,640,480,320,115,422,217
187,OD-d21eae08-144c-455a-8442-9b80630282ec.22.png,OpticDisk,0.9995976,640,480,460,89,524,153
188,OD-d21eae08-144c-455a-8442-9b80630282ec.22.png,Macula,0.9761213,640,480,307,153,409,256
189,OD-d21eae08-144c-455a-8442-9b80630282ec.23.png,Macula,0.8171036,640,480,332,153,422,243
190,OD-d21eae08-144c-455a-8442-9b80630282ec.24.png,Macula,0.9942326,640,480,76,166,179,268
191,OD-d21eae08-144c-455a-8442-9b80630282ec.24.png,Macula,0.8097874,640,480,204,140,307,243
192,OD-d21eae08-144c-455a-8442-9b80630282ec.24.png,OpticDisk,0.9877916,640,480,320,102,396,179
193,OD-d21eae08-144c-455a-8442-9b80630282ec.3.png,Macula,0.9815341,640,480,345,89,448,192
194,OD-d21eae08-144c-455a-8442-9b80630282ec.4.png,Macula,0.9951994,640,480,345,102,448,204
195,OD-d21eae08-144c-455a-8442-9b80630282ec.4.png,Macula,0.99166954,640,480,422,102,524,204
196,OD-d21eae08-144c-455a-8442-9b80630282ec.5.png,Macula,0.98672694,640,480,435,140,537,243
197,OD-d21eae08-144c-455a-8442-9b80630282ec.5.png,Macula,0.9586332,640,480,358,153,460,256
198,OD-d21eae08-144c-455a-8442-9b80630282ec.6.png,Macula,0.9911636,640,480,358,192,460,294
199,OD-d21eae08-144c-455a-8442-9b80630282ec.6.png,Macula,0.9688279,640,480,435,192,537,294
200,OD-d21eae08-144c-455a-8442-9b80630282ec.6.png,Macula,0.8730306,640,480,89,166,192,268
201,OD-d21eae08-144c-455a-8442-9b80630282ec.7.png,Macula,0.85018826,640,480,307,345,409,448
202,OD-d21eae08-144c-455a-8442-9b80630282ec.8.png,Macula,0.83515847,640,480,230,89,332,192
203,OS-d21eae08-144c-455a-8442-9b80630282ec.25.png,OpticDisk,0.96973914,640,480,140,268,230,358
204,OS-d21eae08-144c-455a-8442-9b80630282ec.26.png,Macula,0.8783453,640,480,0,281,89,371
205,OS-d21eae08-144c-455a-8442-9b80630282ec.26.png,Macula,0.8611441,640,480,166,230,268,332
206,OS-d21eae08-144c-455a-8442-9b80630282ec.27.png,Macula,0.9865173,640,480,166,294,268,396
207,OS-d21eae08-144c-455a-8442-9b80630282ec.28.png,Macula,0.99408346,640,480,192,358,294,460
208,OS-d21eae08-144c-455a-8442-9b80630282ec.29.png,Macula,0.95675033,640,480,192,371,294,460
209,OS-d21eae08-144c-455a-8442-9b80630282ec.31.png,Macula,0.8155148,640,480,140,217,243,320
210,OS-d21eae08-144c-455a-8442-9b80630282ec.33.png,Macula,0.8048796,640,480,217,0,320,89
211,OS-d21eae08-144c-455a-8442-9b80630282ec.34.png,Macula,0.91656166,640,480,243,0,345,89
212,OS-d21eae08-144c-455a-8442-9b80630282ec.35.png,Macula,0.9955101,640,480,243,307,345,409
213,OS-d21eae08-144c-455a-8442-9b80630282ec.35.png,Macula,0.8503874,640,480,486,192,576,281
214,OS-d21eae08-144c-455a-8442-9b80630282ec.36.png,Macula,0.897882,640,480,256,345,358,448
215,OS-d21eae08-144c-455a-8442-9b80630282ec.36.png,Macula,0.88132304,640,480,345,345,448,448
216,OS-d21eae08-144c-455a-8442-9b80630282ec.36.png,Macula,0.8019825,640,480,281,51,384,153
217,OS-d21eae08-144c-455a-8442-9b80630282ec.37.png,Macula,0.9489996,640,480,358,371,460,460
218,OS-d21eae08-144c-455a-8442-9b80630282ec.37.png,Macula,0.9467642,640,480,281,371,384,460
219,OS-d21eae08-144c-455a-8442-9b80630282ec.38.png,Macula,0.97197074,640,480,153,38,256,140
220,OS-d21eae08-144c-455a-8442-9b80630282ec.39.png,Macula,0.92141294,640,480,153,0,256,102
221,OS-d21eae08-144c-455a-8442-9b80630282ec.42.png,Macula,0.9984848,640,480,448,102,550,204
222,OS-d21eae08-144c-455a-8442-9b80630282ec.42.png,OpticDisk,0.8364959,640,480,268,179,358,268
223,OS-d21eae08-144c-455a-8442-9b80630282ec.43.png,Macula,0.90537345,640,480,320,0,499,76
224,OS-d21eae08-144c-455a-8442-9b80630282ec.43.png,OpticDisk,0.971629,640,480,153,51,230,128
225,OS-d21eae08-144c-455a-8442-9b80630282ec.44.png,Macula,0.9800401,640,480,256,0,358,89
226,OS-d21eae08-144c-455a-8442-9b80630282ec.45.png,Macula,0.9820518,640,480,140,0,243,89
227,OS-d21eae08-144c-455a-8442-9b80630282ec.47.png,OpticDisk,0.9980203,640,480,153,76,230,153
228,OS-d21eae08-144c-455a-8442-9b80630282ec.48.png,Macula,0.99887055,640,480,307,128,409,230
229,OS-d21eae08-144c-455a-8442-9b80630282ec.48.png,Macula,0.8651526,640,480,230,128,332,230
230,OS-d21eae08-144c-455a-8442-9b80630282ec.48.png,OpticDisk,0.91320896,640,480,140,179,217,256
231,OS-d21eae08-144c-455a-8442-9b80630282ec.50.png,Macula,0.99169344,640,480,243,179,345,281
232,OS-d21eae08-144c-455a-8442-9b80630282ec.51.png,Macula,0.9978243,640,480,192,179,294,281
233,OS-d21eae08-144c-455a-8442-9b80630282ec.51.png,Macula,0.8113474,640,480,486,140,576,230
234,OS-d21eae08-144c-455a-8442-9b80630282ec.51.png,OpticDisk,0.99795353,640,480,51,230,128,307
235,OD-ad5a8198-26b2-4e14-a6dd-d723d8088a31.1.png,Macula,0.99366075,640,480,115,153,217,256
236,OD-ad5a8198-26b2-4e14-a6dd-d723d8088a31.1.png,OpticDisk,0.9979893,640,480,281,153,358,230
237,OD-ad5a8198-26b2-4e14-a6dd-d723d8088a31.2.png,Macula,0.96176803,640,480,435,64,537,166
238,OD-ad5a8198-26b2-4e14-a6dd-d723d8088a31.6.png,Macula,0.99848217,640,480,268,76,371,179
239,OD-ad5a8198-26b2-4e14-a6dd-d723d8088a31.6.png,OpticDisk,0.9458052,640,480,448,76,524,153
